1.000000000000000082e-05     2.671409025354952504e+01
1.008907639873670503e-05     2.694368548053065382e+01
1.017894625795462185e-05     2.717525397209815807e+01
1.026961664551392711e-05     2.740881268754663580e+01
1.036109469223283793e-05     2.764437817344737525e+01
1.045338759244824860e-05     2.788196756726807735e+01
1.054650260458169424e-05     2.812159891801885081e+01
1.064044705171003586e-05     2.836328977296509279e+01
1.073522832214154955e-05     2.860705783012284442e+01
1.083085386999681482e-05     2.885292093955373360e+01
1.092733121579509693e-05     2.910089710467041257e+01
1.102466794704574017e-05     2.935100448355376201e+01
1.112287171884482299e-05     2.960326139028082082e+01
1.122195025447735098e-05     2.985768629626464943e+01
1.132191134602447951e-05     3.011429783160547657e+01
1.142276285497651323e-05     3.037311478645333196e+01
1.152451271285098425e-05     3.063415611238236380e+01
1.162716892181662241e-05     3.089744092377748785e+01
1.173073955532249911e-05     3.116298849923199654e+01
1.183523275873313436e-05     3.143081828295809643e+01
1.194065674996902136e-05     3.170094988620888543e+01
1.204701982015285845e-05     3.197340308871290304e+01
1.215433033426177465e-05     3.224819784012082380e+01
1.226259673178500835e-05     3.252535426146465625e+01
1.237182752738782365e-05     3.280489264662949722e+01
1.248203131158095773e-05     3.308683346383748614e+01
1.259321675139642610e-05     3.337119735714565394e+01
1.270539259106894028e-05     3.365800514795475351e+01
1.281856765272378494e-05     3.394727783653320330e+01
1.293275083707055651e-05     3.423903660355222911e+01
1.304795112410309195e-05     3.453330281171503202e+01
1.316417757380588404e-05     3.483009800913869469e+01
1.328143932686639543e-05     3.512944393103543206e+01
1.339974560539415403e-05     3.543136249952085137e+01
1.351910571364580476e-05     3.573587582513477656e+01
1.363952903875707139e-05     3.604300620846192516e+01
1.376102505148078984e-05     3.635277614176484917e+01
1.388360330693196692e-05     3.666520831063248664e+01
1.400727344533901884e-05     3.698032559564119026e+01
1.413204519280212665e-05     3.729815107403155849e+01
1.425792836205807308e-05     3.761870802139920045e+01
1.438493285325187940e-05     3.794201991339882341e+01
1.451306865471560987e-05     3.826811042746557234e+01
1.464234584375367122e-05     3.859700344454822840e+01
1.477277458743559651e-05     3.892872305085973039e+01
1.490436514339538339e-05     3.926329353964117530e+01
1.503712786063843694e-05     3.960073941294149336e+01
1.517107318035537353e-05     3.994108538341327375e+01
1.530621163674308205e-05     4.028435637612196984e+01
1.544255385783340501e-05     4.063057753037328013e+01
1.558011056632874674e-05     4.097977420155358885e+01
1.571889258044560471e-05     4.133197196298861087e+01
1.585891081476512439e-05     4.168719660781631120e+01
1.600017628109174337e-05     4.204547415087677109e+01
1.614270008931895391e-05     4.240683083061802705e+01
1.628649344830330873e-05     4.277129311101843001e+01
1.643156766674568775e-05     4.313888768337591983e+01
1.657793415408090958e-05     4.350964146539126887e+01
1.672560442137491907e-05     4.388358160324359147e+01
1.687459008222999782e-05     4.426073547618396020e+01
1.702490285369835020e-05     4.464113069863993388e+01
1.717655455720331947e-05     4.502479512223482772e+01
1.732955711946937573e-05     4.541175683782335426e+01
1.748392257345981188e-05     4.580204417754630697e+01
1.763966305932336732e-05     4.619568571690130199e+01
1.779679082534870872e-05     4.659271027683206512e+01
1.795531822892795711e-05     4.699314692583603659e+01
1.811525773752843793e-05     4.739702498208906434e+01
1.827662192967306412e-05     4.780437401558870647e+01
1.843942349592985689e-05     4.821522385031663305e+01
1.860367523990969976e-05     4.862960456641835805e+01
1.876939007927357590e-05     4.904754650240280256e+01
1.893658104674818775e-05     4.946908025735954340e+01
1.910526129115123619e-05     4.989423669319686638e+01
1.927544407842518698e-05     5.032304693689643216e+01
1.944714279268087295e-05     5.075554238279022456e+01
1.962037093724996296e-05     5.119175469485451657e+01
1.979514213574681589e-05     5.163171580902499613e+01
1.997147013314021116e-05     5.207545793553142488e+01
2.014936879683398995e-05     5.252301356125154541e+01
2.032885211775800315e-05     5.297441545208714331e+01
2.050993421146809543e-05     5.342969665535751034e+01
2.069262931925656886e-05     5.388889050231624367e+01
2.087695180927186218e-05     5.435203061221292131e+01
2.106291617764883157e-05     5.481915089455065981e+01
2.125053704964868082e-05     5.529028555019871050e+01
2.143982918080904234e-05     5.576546907385032625e+01
2.163080745810474771e-05     5.624473625654712805e+01
2.182348690111825105e-05     5.672812218822323160e+01
2.201788266322122302e-05     5.721566226027362490e+01
2.221401003276592977e-05     5.770739216814184402e+01
2.241188443428795876e-05     5.820334791393307228e+01
2.261152142971891918e-05     5.870356580904649491e+01
2.281293671961063838e-05     5.920808247683257974e+01
2.301614614436981062e-05     5.971693485527228518e+01
2.322116568550362678e-05     6.023016019967855783e+01
2.342801146687697797e-05     6.074779608542322507e+01
2.363669975598013852e-05     6.126988041068396740e+01
2.384724696520853457e-05     6.179645139921868946e+01
2.405966965315309712e-05     6.232754760316002063e+01
2.427398452590291393e-05     6.286320790583705787e+01
2.449020843835870667e-05     6.340347152461882985e+01
